experiment,Grid GHG intensity,Light-duty vehicles: % of LDV stock: EV,Light-duty vehicles: % of LDV stock: PHEV,Trucks: % of MDT stock: EV,Transit vehicles: % of transit bus fleet: EV,Transit vehicles: % of school bus fleet: EV,Transit vehicles: % of commuter rail electrified,Land Use,Prior drive mode share of new riders: bus,Prior drive mode share of new riders: urban rail,Operational improvements: Ridership elasticity,Operational improvements: One-way length of bus routes w/op. improvements,Operational improvements: % travel time savings,New service: New one-way route-miles: rapid bus,New service: New one-way route-miles: urban rail,New service: Average load factor: new rapid bus,New service: Average load factor: new urban rail,New service: Fuel type of new bus service,Active Transportation: Use growth factor or elasticity?,Active Transportation: New bike facility miles,Active Transportation: Bike growth factor,Active Transportation: E-bike % of bike miles,Active Transportation: Share of <2 mi trips converted to walk,Active Transportation: Prior drive mode share of new bike & walk trips:,CAV (Private),% CAV market penetration: LDV,% CAV market penetration: MDT,CAV technology: LDV,CAV technology: MDV,CAV efficiency improvement,CAV - % VMT change: LDV,CAV - % VMT change: MDT,Smart Mobility: Change in auto owership,Ridehailing: Technology,Ridehailing: Market penetration,Ridehailing: Vehicle occupancy: work,Ridehailing: Vehicle occupancy: non-work,Ridehailing: Circuity/deadhead factor,Ridehailing: Prior drive mode share,Demand Reponsive: Technology,Demand Reponsive: Market penetration,Demand Reponsive: Vehicle occupancy,Demand Reponsive: Circuity/deadhead factor,Demand Reponsive: Prior drive mode share,Demand Reponsive: % electric vehicle,Pricing,Pricing: Carbon price change,"Pricing: Fuel cost change (gasoline, diesel)",Pricing: Price change per vehicle-trip ,Pricing: Price change per VMT,Pricing: Elasticity: VMT w/r/t fuel price (LDV),TDM: Additional % workers receiving transit benefit:,TDM: Additional % workers receiving transit benefit: <50 workers,TDM: Additional % workers receiving transit benefit: 50-100 workers,TDM: Additional % workers receiving transit benefit: >100 workers,TDM: Additional % workers at workplace w/TDM program,TDM: Additional % workers at workplace w/TDM program: <50 workers,TDM: Additional % workers at workplace w/TDM program: 50-100 workers,TDM: Additional % workers at workplace w/TDM program: >100 workers,TDM: Additional % workers at workplace w/TDM program: Change in drive-alone mode share w/TDM program,Residential TDM:,Residential TDM: % of residential growth in TDM regulated units,Residential TDM: Mode shift of affected residents,GHG Change 2030: Clean Vehicles,GHG Change 2030: Land Use,GHG Change 2030: Transit,GHG Change 2030: Active Transportation,GHG Change 2030: CAV,GHG Change 2030: Smart Mobility,GHG Change 2030: Travel Pricing,GHG Change 2030: TDM,GHG Change 2030: Combined,GHG Change 2050: Clean Vehicles,GHG Change 2050: Land Use,GHG Change 2050: Transit,GHG Change 2050: Active Transportation,GHG Change 2050: CAV,GHG Change 2050: Smart Mobility,GHG Change 2050: Travel Pricing,GHG Change 2050: TDM,GHG Change 2050: Combined
49,95,90,14,99,25,66,82,False,7,31,18,364,194,73,106,14,54,gasoline,elasticity,145,56,59,22,100,False,78,38,EV,EV,32,33,11,16,EV,27,15,25,15,85,EV,22,121,17,16,24,False,26,372,7,15,38,True,6,5,20,False,47,37,42,88,True,82,15,-1046083.9934998971,0.0,-31109.872850162432,-57452.71455667379,0.0,-16383.255699652564,0.0,0.0,369852.803090704,-3013.636984641431,0.0,-2025.9290275508502,-86028.58716655125,0.0,-141428.3566509277,0.0,0.0,969011.1884867479
50,154,66,72,49,75,86,44,True,46,58,1,452,168,83,95,37,35,electricity,elasticity,62,68,90,23,24,True,51,7,EV,EV,17,21,94,5,EV,11,27,11,12,39,EV,23,123,19,82,41,False,58,97,4,4,5,True,46,4,37,False,2,35,16,78,True,95,13,-1041475.4067623827,0.0,-38998.60068457291,-16874.61402288758,0.0,181057.05873740226,0.0,0.0,572835.0049882482,-3022.6051230033627,0.0,-5912.439789592858,-32454.81164987336,0.0,-146168.5701728608,0.0,0.0,1008087.1473074259
51,129,2,9,33,68,65,92,False,46,16,18,363,113,103,79,21,11,CNG,growth factor,34,14,83,30,71,True,61,20,EV,baseline,15,45,0,17,fleet average,18,26,16,19,55,fleet average,5,36,10,7,93,True,80,284,1,20,19,False,44,33,11,True,50,35,50,14,True,64,69,-119955.09094160167,0.0,4124.397935954613,-3529.5832857660503,0.0,-31825.757181516754,0.0,0.0,1304664.8246088063,-3018.800458243699,0.0,-2007.1567004779076,-65585.96229834523,0.0,-135119.30469906,0.0,0.0,992905.5844200522
52,270,30,99,20,17,41,99,True,40,30,6,218,135,92,69,16,7,diesel,elasticity,111,61,46,7,55,True,14,12,EV,EV,11,52,87,12,EV,28,20,18,14,11,EV,19,119,17,17,47,True,77,253,7,9,4,False,1,43,19,False,22,11,45,46,True,93,5,-692325.269993238,0.0,12254.321602306487,-34794.206275041426,0.0,104893.25084851435,0.0,0.0,854869.5650216613,-3022.8768847719766,0.0,-3097.2297865943906,-54307.27271588671,0.0,-143012.52869394646,0.0,0.0,994421.8152066894
53,342,76,13,58,48,70,64,True,55,75,143,86,190,64,114,5,11,electricity,growth factor,143,33,14,47,35,True,12,22,EV,EV,28,74,66,14,fleet average,30,29,24,18,7,fleet average,21,92,13,83,91,True,22,294,6,13,47,True,0,25,47,False,16,9,48,7,True,64,17,-485859.68469092506,0.0,8150.627832212259,-10050.447236368742,0.0,-196225.24135981975,0.0,0.0,772797.2199661495,-3011.1911287244875,0.0,-7810.681526760231,-40208.91073781359,0.0,-136692.42236455233,0.0,0.0,1008841.0079240979
54,284,59,11,39,67,39,4,False,16,55,46,259,9,107,20,24,42,diesel,growth factor,22,93,54,8,79,False,70,70,baseline,baseline,22,26,49,19,fleet average,30,19,28,16,98,EV,13,78,12,61,59,True,92,397,1,14,3,True,21,17,19,True,43,29,3,32,True,15,63,-482896.96239522845,0.0,-2307.856604786836,-81506.93413914093,0.0,-433477.3001697117,0.0,0.0,508534.6630746224,-3023.148646540474,0.0,-4575.051279570715,-71225.30708957447,0.0,-139856.48721542835,0.0,0.0,981353.9205806892
55,371,59,0,15,79,68,83,False,84,90,145,45,145,32,30,29,36,electricity,elasticity,181,67,86,11,28,True,8,22,EV,EV,38,27,50,16,EV,28,25,27,12,83,fleet average,8,131,13,87,67,True,23,382,3,1,47,True,49,16,18,True,39,29,1,41,False,24,8,-307928.9256275508,0.0,-18305.911464580564,-18769.76807746867,0.0,-470367.8745915422,0.0,0.0,660478.8502602887,-3011.1911287244875,0.0,-10228.583881169514,-35274.484045488,0.0,-146161.0817165886,0.0,0.0,1001987.705993081
56,352,94,49,53,36,60,5,True,7,95,133,465,162,34,146,23,38,gasoline,growth factor,153,58,84,58,89,False,54,4,baseline,baseline,47,10,32,6,fleet average,6,24,28,14,28,fleet average,13,137,11,76,18,True,80,32,7,12,21,True,23,43,28,True,35,13,44,99,True,28,74,-741120.5801558755,0.0,-87036.84572450632,-52736.870298696966,0.0,238740.43182008003,0.0,0.0,864063.0702998779,-3018.2569347067038,0.0,-7976.836591916487,-78274.48807861104,0.0,-143009.49756117942,0.0,0.0,969456.2004000419
57,346,38,5,86,27,92,56,True,97,54,110,112,159,55,126,1,30,gasoline,growth factor,146,57,74,35,1,False,80,49,EV,EV,21,75,99,3,EV,22,17,12,13,24,fleet average,24,121,20,54,99,True,77,365,7,13,30,True,44,7,20,True,47,38,33,40,True,46,13,-269641.93253153015,0.0,-14950.118927665635,285.6409001027297,0.0,-138112.49083163953,0.0,0.0,1037607.8352021504,-3015.8110787897604,0.0,-7339.855587322261,-16241.69537508927,0.0,-144586.00278220198,0.0,0.0,1022524.8688855491
58,191,60,62,12,1,32,65,False,38,87,48,3,198,56,52,31,20,electricity,growth factor,138,45,94,24,66,False,37,34,EV,baseline,2,69,31,6,EV,0,18,24,10,7,EV,9,32,20,61,100,False,92,6,6,4,21,False,20,15,44,False,50,3,6,70,True,28,11,-815624.3453912674,0.0,-14497.941569234188,-28536.22095001045,0.0,39556.47085940152,0.0,0.0,659891.5061910687,-3018.2569347067038,0.0,-8326.694188244704,-62061.37180382694,0.0,-149321.9371292036,0.0,0.0,977353.1030914129
59,8,39,81,96,15,98,79,False,97,59,47,115,106,129,24,26,43,gasoline,growth factor,59,88,47,49,42,True,30,87,EV,baseline,14,48,79,10,fleet average,24,21,15,14,84,fleet average,22,65,14,63,15,False,62,329,5,20,1,False,40,12,30,False,28,1,25,30,False,40,78,-1090677.2490363219,0.0,-26107.6219098835,-40966.28705797272,0.0,-203666.64343762197,0.0,0.0,154215.6086433616,-3023.6921700775856,0.0,-7804.770240788325,-45143.337430139174,0.0,-143013.0636116174,0.0,0.0,998466.0314879563
60,102,7,83,98,24,71,81,False,28,100,23,172,48,50,150,31,43,gasoline,growth factor,38,86,92,0,18,False,79,3,baseline,EV,34,15,84,18,fleet average,20,13,30,12,3,EV,18,145,19,2,92,True,11,389,9,3,46,True,46,6,14,True,42,37,34,75,True,88,90,-638730.029648973,0.0,-140714.90746899013,-16624.079120042275,0.0,-24325.812339002998,0.0,0.0,708057.2954140904,-3011.462890492985,0.0,-9182.659047942305,-28225.303056451427,0.0,-146161.26000504338,0.0,0.0,1008993.5530500778
61,83,34,1,32,67,5,37,True,8,52,125,101,154,111,112,5,30,gasoline,growth factor,12,10,36,59,40,True,11,84,EV,EV,50,17,2,11,fleet average,27,13,21,17,8,EV,2,135,12,16,69,True,39,85,4,13,20,False,27,38,48,False,6,46,9,69,True,28,7,-362929.2251425297,0.0,-27746.69896145125,0.0,0.0,181097.00221724174,0.0,0.0,1249808.2285450604,-3018.5286964752013,0.0,-4013.8518960397414,-43733.50123233187,0.0,-138275.3461839186,0.0,0.0,1007451.9320882629
62,228,80,77,59,20,59,68,True,89,55,147,224,89,1,19,20,26,CNG,elasticity,152,87,57,21,68,True,78,36,baseline,baseline,22,34,68,0,fleet average,15,30,14,11,50,fleet average,4,148,13,84,68,True,40,396,1,4,28,True,4,32,27,False,43,19,23,14,False,85,0,-1011864.2424924297,0.0,-5615.82504737073,-65033.39627012246,0.0,102501.71211796303,0.0,0.0,520131.4430844046,-3016.354602326872,0.0,-7150.587926564138,-63471.208001634244,0.0,-147742.5791569921,0.0,0.0,978591.1824003366
63,51,60,74,60,15,2,73,False,14,33,112,329,169,118,5,37,13,diesel,elasticity,136,44,93,55,43,True,78,81,EV,baseline,46,4,66,9,fleet average,7,17,10,15,74,EV,8,143,19,90,83,True,23,368,10,3,16,True,25,22,11,True,34,33,7,38,False,23,59,-1147621.2088519377,0.0,2360.487227927426,-18188.04929228566,0.0,41811.03531578375,0.0,0.0,346298.43909708865,-3019.615743549424,0.0,-2458.8641564571944,-45848.25552904284,0.0,-141432.27916692247,0.0,0.0,1003881.9538790736
64,356,43,76,36,85,100,26,False,88,97,142,245,11,10,118,36,24,CNG,elasticity,35,82,20,18,20,False,77,36,EV,EV,38,82,90,7,fleet average,10,10,20,18,69,EV,7,130,16,56,21,False,16,170,8,8,38,True,9,19,25,True,4,20,26,11,True,25,41,-499596.78911340586,0.0,-36024.570485812066,-17752.78093791393,0.0,-68866.25182862276,0.0,0.0,854946.4931999823,-3013.636984641431,0.0,-11020.589691747673,-29635.139254258742,0.0,-136694.02697490956,0.0,0.0,1015346.2559092501
65,88,22,82,48,83,91,75,False,13,40,58,122,131,134,8,28,14,diesel,elasticity,151,60,93,6,96,True,72,15,EV,baseline,46,38,23,1,EV,2,26,24,19,49,EV,1,98,19,97,53,True,79,205,5,12,47,True,25,29,3,True,5,45,9,24,False,100,49,-771826.3090452375,0.0,5012.291961658718,-59841.125797785644,0.0,-51968.05996057669,0.0,0.0,608232.6017800207,-3011.1911287244875,0.0,-3074.4633473782687,-83208.91477093664,0.0,-135114.3124725463,0.0,0.0,976487.5498509159
66,304,38,54,58,31,80,90,True,99,63,45,208,148,113,117,0,46,diesel,elasticity,32,100,99,25,15,True,44,83,baseline,EV,46,93,78,0,fleet average,13,15,25,15,89,fleet average,8,146,13,43,12,False,90,292,7,16,23,True,19,15,41,False,25,27,40,72,True,48,68,-504232.15153468214,0.0,-48394.84861917377,-15003.790246409266,0.0,-104598.91680221485,0.0,0.0,810494.055642408,-3017.7134111695923,0.0,-8247.26461142401,-26110.548759740454,0.0,-141431.03107284766,0.0,0.0,1016217.7501234325
67,297,44,100,53,5,87,30,True,48,1,21,219,195,141,109,18,55,CNG,elasticity,39,44,73,1,2,True,44,64,EV,baseline,26,52,28,10,fleet average,28,11,18,13,100,fleet average,8,79,20,27,57,True,3,292,1,6,34,True,30,4,35,True,44,27,37,26,True,73,0,-694916.8381645725,0.0,23261.67698968355,-317.77039886624823,0.0,4764.210003932589,0.0,0.0,777834.3006750342,-3014.7240317155374,0.0,-682.9753879425452,-16946.613473992926,0.0,-144585.28960540085,0.0,0.0,1027661.5917498295
68,130,2,45,21,97,50,29,True,42,95,130,409,37,65,50,14,46,CNG,growth factor,134,31,17,54,85,True,90,29,baseline,EV,22,90,63,7,fleet average,8,13,13,15,59,EV,3,109,18,37,5,False,24,78,0,16,7,True,27,47,46,True,10,9,50,1,False,92,42,-294953.5625329064,0.0,-45791.63956808266,-22346.950221362877,0.0,-55700.87454720055,0.0,0.0,1054073.3492036136,-3022.0615994663676,0.0,-9211.682929516071,-75454.8156829964,0.0,-141433.88388783604,0.0,0.0,972359.5585116684
69,162,33,73,71,28,4,60,False,40,48,7,348,60,5,35,38,36,CNG,elasticity,171,94,44,51,78,True,48,45,baseline,baseline,30,67,97,9,fleet average,5,19,30,17,62,EV,4,111,12,57,97,True,88,91,5,1,3,False,15,44,23,True,47,15,12,57,True,25,78,-737882.0852500503,0.0,-10587.921440786793,-81760.16533517599,0.0,-117542.83482631891,0.0,0.0,562653.049923051,-3023.148646540474,0.0,-4770.922539072226,-70520.3889906708,0.0,-138278.37732342232,0.0,0.0,983288.4045010556
70,136,34,48,45,37,39,21,False,98,79,91,495,97,122,132,36,45,gasoline,elasticity,6,99,36,19,34,False,33,39,EV,baseline,15,44,20,5,EV,20,21,28,14,30,EV,17,62,13,81,15,True,88,243,4,2,46,False,44,19,6,False,24,45,44,74,True,4,85,-580899.9635613774,0.0,-119992.77562494564,-37627.11144146598,0.0,-317749.03548966505,0.0,0.0,498128.7757338194,-3011.462890492985,0.0,-9699.710178584002,-39503.99263890993,0.0,-143005.0402210313,0.0,0.0,1001793.3404343047
71,339,89,24,87,41,49,70,False,41,38,50,60,63,20,13,15,51,diesel,elasticity,142,12,5,41,17,False,25,95,EV,baseline,27,15,74,4,EV,25,21,24,14,67,fleet average,5,37,13,77,64,True,8,202,3,20,20,True,47,35,50,True,5,41,4,39,True,8,87,-675053.7616877854,0.0,-2295.254259847742,-425.3878756641411,0.0,26631.252386501474,0.0,0.0,805990.7345896211,-3018.5286964752013,0.0,-3876.3745560715115,-27520.384957547773,0.0,-143009.67585993675,0.0,0.0,1017201.4667992246
72,204,24,38,37,29,61,19,False,75,63,28,151,117,143,17,8,41,diesel,elasticity,8,44,44,55,74,False,47,54,baseline,EV,41,53,70,13,fleet average,20,29,28,20,5,EV,8,69,13,90,37,True,46,363,8,11,9,False,49,46,2,False,41,40,31,3,False,6,79,-398089.8458341956,0.0,-4193.356314765765,-31364.618330624664,0.0,-197813.97433825428,0.0,0.0,839067.1489474413,-3021.518075929256,0.0,-7400.512837070008,-67700.71659505619,0.0,-133542.9778203844,0.0,0.0,988017.6664119731
73,222,57,25,18,44,22,10,False,81,20,111,235,134,54,148,32,49,gasoline,growth factor,195,39,75,27,94,True,34,56,baseline,baseline,4,46,33,19,EV,23,11,14,15,16,fleet average,12,144,15,72,68,True,1,338,1,9,12,False,40,22,21,False,42,39,7,55,False,60,78,-568279.7448579955,0.0,-17901.371546384613,-33882.31657363892,0.0,-106901.17627765702,0.0,0.0,753195.2035591757,-3020.7027906235307,0.0,-3613.9347608503467,-81799.0785731293,0.0,-141432.9923722546,0.0,0.0,971410.9255575238
74,311,89,87,68,62,52,2,True,44,44,74,317,43,32,83,34,6,gasoline,growth factor,120,33,11,12,87,True,69,99,EV,baseline,16,21,4,18,fleet average,20,22,20,19,36,fleet average,13,132,14,81,38,False,5,205,7,18,50,True,35,27,41,False,49,29,24,60,False,11,38,-861854.1201716369,0.0,12371.075464491425,-25111.114186579445,0.0,845521.1068737416,0.0,0.0,1426780.716920729,-3010.375843418762,0.0,-4540.116112025041,-76864.65188080372,0.0,-135113.77760955947,0.0,0.0,980870.6380267607
75,29,3,17,1,14,16,38,True,21,21,31,327,43,72,103,9,6,diesel,elasticity,178,55,18,58,26,False,41,97,EV,baseline,35,39,84,9,fleet average,5,12,15,10,18,fleet average,25,53,20,27,54,False,67,129,5,12,33,True,19,28,16,True,35,22,35,21,True,43,22,-120663.46538301022,0.0,2790.7182660114927,-14626.717653875847,0.0,-327142.5891348115,0.0,0.0,999900.8220109495,-3014.9957934841514,0.0,-1590.0382556585541,-33864.64784768068,0.0,-149319.79757502492,0.0,0.0,1007483.2373557601
76,136,95,62,79,31,96,70,True,35,68,138,488,172,38,119,2,53,CNG,growth factor,95,56,2,14,29,False,44,22,EV,baseline,13,62,15,16,fleet average,23,12,20,19,68,EV,25,67,10,44,81,True,15,387,8,13,30,False,28,50,24,False,16,48,6,95,False,15,71,-1278352.1542747244,0.0,-91447.83438369729,-16718.662715698512,0.0,961743.3266802754,0.0,0.0,1055490.4424056613,-3015.8110787897604,0.0,-6454.1745332794035,-35979.40214439164,0.0,-135117.34343016567,0.0,0.0,1015225.6996828008
77,100,30,88,99,73,9,93,False,39,0,14,34,104,68,105,31,27,CNG,growth factor,47,20,53,11,69,True,86,64,EV,baseline,14,7,58,17,fleet average,14,25,28,17,14,EV,13,145,16,49,45,False,96,177,4,18,7,False,7,14,44,True,24,10,22,81,False,99,66,-923032.6481970332,0.0,7098.81003832364,-8608.221722245753,0.0,-159952.49661557208,0.0,0.0,372539.2900647336,-3022.0615994663676,0.0,-272.46054186658114,-64176.126100537906,0.0,-138277.66410382395,0.0,0.0,992610.0238529261
78,286,61,27,56,89,28,29,True,33,85,128,272,102,84,38,2,7,CNG,elasticity,191,11,75,37,88,True,15,48,EV,baseline,41,47,64,19,fleet average,9,10,14,18,3,EV,0,136,10,7,19,False,29,184,1,9,9,True,31,46,30,True,0,8,13,72,False,62,77,-577047.1911181776,0.0,6519.907289519995,-1090.7414899953355,0.0,-41326.33442729933,0.0,0.0,840668.7255818747,-3021.518075929256,0.0,-7964.321707201193,-77569.56997970739,0.0,-136699.1976043965,0.0,0.0,975937.5085889924
79,134,97,30,77,87,95,44,True,64,22,139,179,127,33,47,21,13,CNG,growth factor,116,48,92,16,51,True,24,36,baseline,EV,37,17,63,14,fleet average,5,28,28,20,73,fleet average,20,107,15,34,95,True,82,301,3,19,0,False,19,42,8,False,27,15,35,42,True,22,62,-1155536.3882025897,0.0,-974.410223965421,-23959.36210879087,0.0,284234.5833772287,0.0,0.0,574614.3944254605,-3023.963931846083,0.0,-3200.1181154026876,-51487.60032027209,0.0,-133544.58256626403,0.0,0.0,1005836.0168637257
80,400,82,20,70,11,8,31,False,89,8,72,247,113,127,45,30,58,diesel,elasticity,91,100,40,52,18,True,58,19,EV,EV,27,62,36,8,fleet average,7,22,24,10,52,EV,9,120,15,42,20,True,15,359,2,10,33,True,45,28,45,False,12,23,30,24,True,91,53,-468480.1143055572,0.0,-5947.298836446173,-19358.254233938686,0.0,-76287.96203334912,0.0,0.0,895366.3627985618,-3014.9957934841514,0.0,-2780.390183983124,-28225.303056451427,0.0,-149319.79757502492,0.0,0.0,1011381.0772076403
81,38,95,56,69,87,24,48,False,0,83,109,196,91,2,73,17,7,CNG,growth factor,96,39,78,1,91,True,79,23,baseline,baseline,4,62,0,5,fleet average,23,18,19,17,100,EV,25,61,18,23,12,True,68,215,8,19,40,False,46,44,12,True,3,44,50,2,True,0,46,-1439794.2022946747,0.0,-8063.490379419844,-32972.5483824065,0.0,521590.98598342144,0.0,0.0,522630.1289559783,-3013.0934611043194,0.0,-6614.072156078013,-79684.32427641835,0.0,-138271.78028406252,0.0,0.0,973744.0666001348
82,372,78,86,64,17,23,72,False,47,37,107,461,38,24,140,6,18,CNG,growth factor,17,58,28,52,19,True,98,62,EV,baseline,17,87,40,3,EV,12,17,23,12,65,fleet average,17,108,20,39,16,True,16,270,5,2,1,True,45,12,33,False,1,41,43,59,True,38,98,-820057.8475534007,0.0,16259.177773903548,-11118.85241739938,0.0,534160.141848177,0.0,0.0,1174055.2563732332,-3023.6921700775856,0.0,-3995.0795689668003,-28930.221155355084,0.0,-146169.2833956295,0.0,0.0,1012789.4282297337
83,358,52,27,25,74,35,85,False,13,2,76,4,3,98,5,15,39,gasoline,elasticity,174,71,4,21,63,True,73,69,baseline,EV,45,76,31,5,EV,24,20,29,16,60,EV,9,125,19,40,63,False,33,254,0,20,49,True,8,41,31,True,47,30,44,18,True,72,91,-369207.7158243393,0.0,6494.867327997541,-48312.979236756786,0.0,-114049.50780962559,0.0,0.0,944582.9899587536,-3010.647605187376,0.0,458.88801896382853,-59946.617507115974,0.0,-139848.28557284363,0.0,0.0,995467.5950222103
84,57,79,76,92,97,28,91,False,17,95,119,396,42,78,82,32,48,electricity,growth factor,92,92,66,43,45,True,2,53,EV,EV,17,89,20,5,EV,5,20,22,17,46,fleet average,3,77,15,46,7,False,97,276,9,2,49,False,36,2,44,False,33,7,31,45,False,39,46,-1400982.3828845373,0.0,-82788.21169515389,-45982.21786251632,0.0,127048.71787175341,0.0,0.0,166218.87121123858,-3010.647605187376,0.0,-8329.649831230654,-47258.091726850165,0.0,-138270.17568083756,0.0,0.0,1000715.8045897739
85,145,2,21,1,94,74,32,True,96,5,63,384,82,26,63,5,50,CNG,elasticity,150,23,54,26,67,True,9,3,EV,EV,31,18,74,20,EV,11,23,30,18,98,fleet average,3,71,10,75,48,False,29,272,2,15,40,False,12,20,21,False,35,44,41,64,False,95,21,-137411.94606039464,0.0,2026.3369157307545,-10849.486218747943,0.0,-352380.56448441837,0.0,0.0,960264.3752712044,-3013.0934611043194,0.0,-2748.4106594234017,-62766.289902730605,0.0,-136693.6703920565,0.0,0.0,993290.6771406465
86,235,45,68,88,37,6,79,False,57,89,16,485,66,17,15,21,43,diesel,elasticity,111,94,43,38,10,True,5,21,EV,baseline,31,61,95,4,EV,0,27,11,18,53,EV,18,31,11,44,8,True,61,64,2,5,24,True,15,34,35,True,31,36,30,77,False,51,4,-712992.225815847,0.0,-11759.09096502083,-9932.7576205446,0.0,120285.41206054864,0.0,0.0,850401.4938805039,-3017.4416494009783,0.0,-9183.005204328047,-22585.958265222172,0.0,-136696.52309926104,0.0,0.0,1023095.8243845057
87,193,31,28,18,87,48,12,False,94,80,43,425,14,57,118,40,6,electricity,elasticity,187,63,65,54,82,True,33,23,baseline,EV,30,64,16,18,EV,22,28,25,20,42,EV,4,71,12,32,97,True,1,295,10,1,35,True,14,17,24,False,6,28,1,28,False,82,26,-393918.9796750825,0.0,-6313.427648751396,-54066.641657807304,0.0,-110041.82561123586,0.0,0.0,912634.5381176998,-3014.45226994704,0.0,-9651.56781355155,-73340.06138628544,0.0,-133538.3420681489,0.0,0.0,981196.9107341389
88,391,71,84,7,89,94,67,False,70,28,85,77,58,93,68,39,31,CNG,growth factor,3,43,85,59,32,False,88,17,baseline,baseline,3,80,67,6,fleet average,9,12,18,15,29,fleet average,5,38,18,25,47,True,4,203,5,9,17,True,13,3,16,True,21,48,0,45,False,77,69,-675768.2515272283,0.0,-4237.83979108555,-12501.39702939752,0.0,135985.0283061135,0.0,0.0,905628.3361873609,-3019.3439817808103,0.0,-3969.7036431504675,-38094.15644110262,0.0,-141432.1008665801,0.0,0.0,1009396.6361794343
89,170,84,86,33,72,41,95,False,76,75,88,18,86,74,125,22,35,electricity,growth factor,183,78,7,36,9,True,38,16,EV,baseline,26,15,31,17,fleet average,3,25,30,15,0,EV,5,35,10,50,77,True,18,52,9,10,8,False,23,10,43,True,41,23,0,86,False,89,94,-1248979.06611541,0.0,-64849.97825409613,-7619.794766933724,0.0,1124021.9508105703,0.0,0.0,1265025.0575668628,-3021.7898376977537,0.0,-8551.589329319982,-21881.040166318515,0.0,-141433.70558392722,0.0,0.0,1019639.3459706837
90,95,70,99,43,25,50,83,True,99,23,93,417,133,142,9,33,5,CNG,growth factor,16,93,64,26,44,True,26,93,EV,baseline,40,72,67,14,EV,8,22,21,20,52,fleet average,3,77,16,76,92,True,49,117,10,0,15,False,22,42,37,True,23,32,32,55,False,18,87,-1326723.286554926,0.0,-23243.373671961897,-45393.82539641342,0.0,449909.1018142911,0.0,0.0,552094.7555288962,-3019.8875053179218,0.0,-4527.947383695488,-46553.1736279465,0.0,-133541.90800763082,0.0,0.0,1009069.6329299172
91,131,25,80,39,51,80,28,False,76,23,57,80,19,150,87,17,5,diesel,elasticity,154,23,67,9,52,False,26,93,baseline,baseline,25,27,7,17,EV,26,26,27,20,31,fleet average,17,93,17,74,81,True,46,216,10,3,5,True,2,47,3,False,48,9,3,55,True,96,12,-717478.488605554,0.0,3968.3516454478854,-8392.83662209416,0.0,-299360.63540170237,0.0,0.0,437741.4474455706,-3022.6051230033627,0.0,-3716.476933272902,-52192.51841917575,0.0,-133543.69103681244,0.0,0.0,1004778.6759192805
92,256,28,40,5,19,89,59,False,36,27,30,42,65,136,99,0,22,gasoline,elasticity,1,28,12,37,6,False,32,96,baseline,baseline,44,90,21,12,fleet average,0,13,21,18,85,fleet average,19,69,18,9,82,False,77,320,9,0,50,False,21,15,13,True,44,21,34,50,False,74,88,-360685.8043354631,0.0,13517.96642052435,-1316.8094194982998,0.0,-4959.176892771793,0.0,0.0,1099404.605716415,-3010.375843418762,0.0,-2677.1556987890845,-19766.285869607553,0.0,-136691.8875015655,0.0,0.0,1031224.0672007299
